_id,created,public,publication_authors,publication_created,publication_doi,publication_done,publication_journal,publication_pmid,publication_skip,publication_title,publication_updated,publication_year,score,updated,uuid,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year
63516fedb9c880af1f305b81,2022-09-01T15:16:05.445Z,True,"Rahman T, Al-Ishaq FA, Al-Mohannadi FS, Mubarak RS, Al-Hitmi MH, Islam KR, Khandakar A, Hssain AA, Al-Madeed S, Zughaier SM, Chowdhury MEH",,10.3390/diagnostics11091582,0.0,Diagnostics (Basel),34573923,0.0,Mortality Prediction Utilizing Blood Biomarkers to Predict the Severity of COVID-19 Using Machine Learning Technique.,02/28/2022 14:25:46,2021,0.9,2022-09-01T15:16:05.445Z,10dbaffe-4a11-44af-a1ac-7efd84988759,"Rahman T, Al-Ishaq FA, Al-Mohannadi FS, Mubarak RS, Al-Hitmi MH, Islam KR, Khandakar A, Hssain AA, Al-Madeed S, Zughaier SM, Chowdhury MEH",,Diagnostics (Basel),,Mortality Prediction Utilizing Blood Biomarkers to Predict the Severity of COVID-19 Using Machine Learning Technique.,02/28/2022 14:25:46,,"Rahman T, Al-Ishaq FA, Al-Mohannadi FS, Mubarak RS, Al-Hitmi MH, Islam KR, Khandakar A, Hssain AA, Al-Madeed S, Zughaier SM, Chowdhury MEH",,Diagnostics (Basel),,Mortality Prediction Utilizing Blood Biomarkers to Predict the Severity of COVID-19 Using Machine Learning Technique.,02/28/2022 14:25:46,,"Rahman T, Al-Ishaq FA, Al-Mohannadi FS, Mubarak RS, Al-Hitmi MH, Islam KR, Khandakar A, Hssain AA, Al-Madeed S, Zughaier SM, Chowdhury MEH",,Diagnostics (Basel),,Mortality Prediction Utilizing Blood Biomarkers to Predict the Severity of COVID-19 Using Machine Learning Technique.,02/28/2022 14:25:46,,"Rahman T, Al-Ishaq FA, Al-Mohannadi FS, Mubarak RS, Al-Hitmi MH, Islam KR, Khandakar A, Hssain AA, Al-Madeed S, Zughaier SM, Chowdhury MEH",,Diagnostics (Basel),,Mortality Prediction Utilizing Blood Biomarkers to Predict the Severity of COVID-19 Using Machine Learning Technique.,02/28/2022 14:25:46,,"Rahman T, Al-Ishaq FA, Al-Mohannadi FS, Mubarak RS, Al-Hitmi MH, Islam KR, Khandakar A, Hssain AA, Al-Madeed S, Zughaier SM, Chowdhury MEH",,Diagnostics (Basel),,Mortality Prediction Utilizing Blood Biomarkers to Predict the Severity of COVID-19 Using Machine Learning Technique.,02/28/2022 14:25:46,
63516fedb9c880af1f305b82,2022-09-01T15:16:05.445Z,True,"Martínez-García PM, García-Torres M, Divina F, Terrón-Bautista J, Delgado-Sainz I, Gómez-Vela F, Cortés-Ledesma F",,10.1371/journal.pcbi.1007814,0.0,PLoS Comput Biol,33465072,0.0,Genome-wide prediction of topoisomerase IIβ binding by architectural factors and chromatin accessibility.,03/23/2022 16:36:18,2021,0.67,2022-09-01T15:16:05.445Z,98d62f4d-4577-4892-9130-684c6464d69c,"Martínez-García PM, García-Torres M, Divina F, Terrón-Bautista J, Delgado-Sainz I, Gómez-Vela F, Cortés-Ledesma F",,PLoS Comput Biol,,Genome-wide prediction of topoisomerase IIβ binding by architectural factors and chromatin accessibility.,03/23/2022 16:36:18,,"Martínez-García PM, García-Torres M, Divina F, Terrón-Bautista J, Delgado-Sainz I, Gómez-Vela F, Cortés-Ledesma F",,PLoS Comput Biol,,Genome-wide prediction of topoisomerase IIβ binding by architectural factors and chromatin accessibility.,03/23/2022 16:36:18,,"Martínez-García PM, García-Torres M, Divina F, Terrón-Bautista J, Delgado-Sainz I, Gómez-Vela F, Cortés-Ledesma F",,PLoS Comput Biol,,Genome-wide prediction of topoisomerase IIβ binding by architectural factors and chromatin accessibility.,03/23/2022 16:36:18,,"Martínez-García PM, García-Torres M, Divina F, Terrón-Bautista J, Delgado-Sainz I, Gómez-Vela F, Cortés-Ledesma F",,PLoS Comput Biol,,Genome-wide prediction of topoisomerase IIβ binding by architectural factors and chromatin accessibility.,03/23/2022 16:36:18,,"Martínez-García PM, García-Torres M, Divina F, Terrón-Bautista J, Delgado-Sainz I, Gómez-Vela F, Cortés-Ledesma F",,PLoS Comput Biol,,Genome-wide prediction of topoisomerase IIβ binding by architectural factors and chromatin accessibility.,03/23/2022 16:36:18,
63516fedb9c880af1f305b83,2022-09-01T15:16:05.445Z,True,"Hogan CA, Rajpurkar P, Sowrirajan H, Phillips NA, Le AT, Wu M, Garamani N, Sahoo MK, Wood ML, Huang C, Ng AY, Mak J, Cowan TM, Pinsky BA",,10.1016/j.ebiom.2021.103546,0.0,EBioMedicine,34419924,0.0,Nasopharyngeal metabolomics and machine learning approach for the diagnosis of influenza.,03/28/2022 16:40:10,2021,0.29,2022-09-01T15:16:05.445Z,b8fe2726-03eb-495c-bdf4-3ad68e43c7a5,"Hogan CA, Rajpurkar P, Sowrirajan H, Phillips NA, Le AT, Wu M, Garamani N, Sahoo MK, Wood ML, Huang C, Ng AY, Mak J, Cowan TM, Pinsky BA",,,,Nasopharyngeal metabolomics and machine learning approach for the diagnosis of influenza.,03/28/2022 16:40:10,,"Hogan CA, Rajpurkar P, Sowrirajan H, Phillips NA, Le AT, Wu M, Garamani N, Sahoo MK, Wood ML, Huang C, Ng AY, Mak J, Cowan TM, Pinsky BA",,,,Nasopharyngeal metabolomics and machine learning approach for the diagnosis of influenza.,03/28/2022 16:40:10,,"Hogan CA, Rajpurkar P, Sowrirajan H, Phillips NA, Le AT, Wu M, Garamani N, Sahoo MK, Wood ML, Huang C, Ng AY, Mak J, Cowan TM, Pinsky BA",,,,Nasopharyngeal metabolomics and machine learning approach for the diagnosis of influenza.,03/28/2022 16:40:10,,"Hogan CA, Rajpurkar P, Sowrirajan H, Phillips NA, Le AT, Wu M, Garamani N, Sahoo MK, Wood ML, Huang C, Ng AY, Mak J, Cowan TM, Pinsky BA",,,,Nasopharyngeal metabolomics and machine learning approach for the diagnosis of influenza.,03/28/2022 16:40:10,,"Hogan CA, Rajpurkar P, Sowrirajan H, Phillips NA, Le AT, Wu M, Garamani N, Sahoo MK, Wood ML, Huang C, Ng AY, Mak J, Cowan TM, Pinsky BA",,,,Nasopharyngeal metabolomics and machine learning approach for the diagnosis of influenza.,03/28/2022 16:40:10,
63516fedb9c880af1f305b8e,2022-09-01T15:16:05.445Z,True,"Skolariki K, Terrera GM, Danso SO",,10.4103/1673-5374.306071,0.0,Neural Regen Res,33510068,0.0,Predictive models for mild cognitive impairment to Alzheimer's disease conversion.,02/23/2022 14:26:24,2021,0.76,2022-09-01T15:16:05.445Z,a17d89ff-989f-4293-97a5-94abd04679d9,"Skolariki K, Terrera GM, Danso SO",,Neural Regen Res,,Predictive models for mild cognitive impairment to Alzheimer's disease conversion.,02/23/2022 14:26:24,,"Skolariki K, Terrera GM, Danso SO",,Neural Regen Res,,Predictive models for mild cognitive impairment to Alzheimer's disease conversion.,02/23/2022 14:26:24,,"Skolariki K, Terrera GM, Danso SO",,Neural Regen Res,,Predictive models for mild cognitive impairment to Alzheimer's disease conversion.,02/23/2022 14:26:24,,"Skolariki K, Terrera GM, Danso SO",,Neural Regen Res,,Predictive models for mild cognitive impairment to Alzheimer's disease conversion.,02/23/2022 14:26:24,,"Skolariki K, Terrera GM, Danso SO",,Neural Regen Res,,Predictive models for mild cognitive impairment to Alzheimer's disease conversion.,02/23/2022 14:26:24,
63516fedb9c880af1f305b8f,2022-09-01T15:16:05.445Z,True,"Koureas M, Kalompatsios D, Amoutzias GD, Hadjichristodoulou C, Gourgoulianis K, Tsakalof A",,10.3390/molecules26092609,0.0,Molecules,33946997,0.0,Comparison of Targeted and Untargeted Approaches in Breath Analysis for the Discrimination of Lung Cancer from Benign Pulmonary Diseases and Healthy Persons.,03/12/2022 20:11:43,2021,0.67,2022-09-01T15:16:05.445Z,35bd5800-8ba0-4243-bf5c-09f8cfdd9734,"Koureas M, Kalompatsios D, Amoutzias GD, Hadjichristodoulou C, Gourgoulianis K, Tsakalof A",,,,Comparison of Targeted and Untargeted Approaches in Breath Analysis for the Discrimination of Lung Cancer from Benign Pulmonary Diseases and Healthy Persons.,03/12/2022 20:11:43,,"Koureas M, Kalompatsios D, Amoutzias GD, Hadjichristodoulou C, Gourgoulianis K, Tsakalof A",,,,Comparison of Targeted and Untargeted Approaches in Breath Analysis for the Discrimination of Lung Cancer from Benign Pulmonary Diseases and Healthy Persons.,03/12/2022 20:11:43,,"Koureas M, Kalompatsios D, Amoutzias GD, Hadjichristodoulou C, Gourgoulianis K, Tsakalof A",,,,Comparison of Targeted and Untargeted Approaches in Breath Analysis for the Discrimination of Lung Cancer from Benign Pulmonary Diseases and Healthy Persons.,03/12/2022 20:11:43,,"Koureas M, Kalompatsios D, Amoutzias GD, Hadjichristodoulou C, Gourgoulianis K, Tsakalof A",,,,Comparison of Targeted and Untargeted Approaches in Breath Analysis for the Discrimination of Lung Cancer from Benign Pulmonary Diseases and Healthy Persons.,03/12/2022 20:11:43,,"Koureas M, Kalompatsios D, Amoutzias GD, Hadjichristodoulou C, Gourgoulianis K, Tsakalof A",,,,Comparison of Targeted and Untargeted Approaches in Breath Analysis for the Discrimination of Lung Cancer from Benign Pulmonary Diseases and Healthy Persons.,03/12/2022 20:11:43,
63516fedb9c880af1f305b90,2022-09-01T15:16:05.445Z,True,"Szkalisity A, Piccinini F, Beleon A, Balassa T, Varga IG, Migh E, Molnar C, Paavolainen L, Timonen S, Banerjee I, Ikonen E, Yamauchi Y, Ando I, Peltonen J, Pietiäinen V, Honti V, Horvath P",,10.1038/s41467-021-22866-x,0.0,Nat Commun,33953203,0.0,Regression plane concept for analysing continuous cellular processes with machine learning.,03/16/2022 16:16:20,2021,0.62,2022-09-01T15:16:05.445Z,92182157-6ae9-46f7-873c-ac1450fee9f5,"Szkalisity A, Piccinini F, Beleon A, Balassa T, Varga IG, Migh E, Molnar C, Paavolainen L, Timonen S, Banerjee I, Ikonen E, Yamauchi Y, Ando I, Peltonen J, Pietiäinen V, Honti V, Horvath P",,Nat Commun,,Regression plane concept for analysing continuous cellular processes with machine learning.,03/16/2022 16:16:20,,"Szkalisity A, Piccinini F, Beleon A, Balassa T, Varga IG, Migh E, Molnar C, Paavolainen L, Timonen S, Banerjee I, Ikonen E, Yamauchi Y, Ando I, Peltonen J, Pietiäinen V, Honti V, Horvath P",,Nat Commun,,Regression plane concept for analysing continuous cellular processes with machine learning.,03/16/2022 16:16:20,,"Szkalisity A, Piccinini F, Beleon A, Balassa T, Varga IG, Migh E, Molnar C, Paavolainen L, Timonen S, Banerjee I, Ikonen E, Yamauchi Y, Ando I, Peltonen J, Pietiäinen V, Honti V, Horvath P",,Nat Commun,,Regression plane concept for analysing continuous cellular processes with machine learning.,03/16/2022 16:16:20,,"Szkalisity A, Piccinini F, Beleon A, Balassa T, Varga IG, Migh E, Molnar C, Paavolainen L, Timonen S, Banerjee I, Ikonen E, Yamauchi Y, Ando I, Peltonen J, Pietiäinen V, Honti V, Horvath P",,Nat Commun,,Regression plane concept for analysing continuous cellular processes with machine learning.,03/16/2022 16:16:20,,"Szkalisity A, Piccinini F, Beleon A, Balassa T, Varga IG, Migh E, Molnar C, Paavolainen L, Timonen S, Banerjee I, Ikonen E, Yamauchi Y, Ando I, Peltonen J, Pietiäinen V, Honti V, Horvath P",,Nat Commun,,Regression plane concept for analysing continuous cellular processes with machine learning.,03/16/2022 16:16:20,
63516fedb9c880af1f305b91,2022-09-01T15:16:05.445Z,True,"Uthamacumaran A, Suarez NG, Baniré Diallo A, Annabi B",,10.1177/11769351211009229,0.0,Cancer Inform,33953534,0.0,Computational Methods for Structure-to-Function Analysis of Diet-Derived Catechins-Mediated Targeting of In Vitro Vasculogenic Mimicry.,03/18/2022 15:31:10,2021,0.95,2022-09-01T15:16:05.445Z,b3a17544-6140-497c-a0d5-c3ee482dce5e,"Uthamacumaran A, Suarez NG, Baniré Diallo A, Annabi B",,Cancer Inform,,Computational Methods for Structure-to-Function Analysis of Diet-Derived Catechins-Mediated Targeting of In Vitro Vasculogenic Mimicry.,03/18/2022 15:31:10,,"Uthamacumaran A, Suarez NG, Baniré Diallo A, Annabi B",,Cancer Inform,,Computational Methods for Structure-to-Function Analysis of Diet-Derived Catechins-Mediated Targeting of In Vitro Vasculogenic Mimicry.,03/18/2022 15:31:10,,"Uthamacumaran A, Suarez NG, Baniré Diallo A, Annabi B",,Cancer Inform,,Computational Methods for Structure-to-Function Analysis of Diet-Derived Catechins-Mediated Targeting of In Vitro Vasculogenic Mimicry.,03/18/2022 15:31:10,,"Uthamacumaran A, Suarez NG, Baniré Diallo A, Annabi B",,Cancer Inform,,Computational Methods for Structure-to-Function Analysis of Diet-Derived Catechins-Mediated Targeting of In Vitro Vasculogenic Mimicry.,03/18/2022 15:31:10,,"Uthamacumaran A, Suarez NG, Baniré Diallo A, Annabi B",,Cancer Inform,,Computational Methods for Structure-to-Function Analysis of Diet-Derived Catechins-Mediated Targeting of In Vitro Vasculogenic Mimicry.,03/18/2022 15:31:10,
63516fedb9c880af1f305ba6,2022-09-01T15:16:05.446Z,True,"Cui Y, Li Y, Xing D, Bai T, Dong J, Zhu J",,10.3389/fonc.2021.629321,0.0,Front Oncol,33828982,0.0,Improving the Prediction of Benign or Malignant Breast Masses Using a Combination of Image Biomarkers and Clinical Parameters.,03/02/2022 13:51:09,2021,0.76,2022-09-01T15:16:05.446Z,cf9dcd08-f887-4f92-837d-6a795fe980ec,"Cui Y, Li Y, Xing D, Bai T, Dong J, Zhu J",,Front Oncol,,Improving the Prediction of Benign or Malignant Breast Masses Using a Combination of Image Biomarkers and Clinical Parameters.,03/02/2022 13:51:09,,"Cui Y, Li Y, Xing D, Bai T, Dong J, Zhu J",,Front Oncol,,Improving the Prediction of Benign or Malignant Breast Masses Using a Combination of Image Biomarkers and Clinical Parameters.,03/02/2022 13:51:09,,"Cui Y, Li Y, Xing D, Bai T, Dong J, Zhu J",,Front Oncol,,Improving the Prediction of Benign or Malignant Breast Masses Using a Combination of Image Biomarkers and Clinical Parameters.,03/02/2022 13:51:09,,"Cui Y, Li Y, Xing D, Bai T, Dong J, Zhu J",,Front Oncol,,Improving the Prediction of Benign or Malignant Breast Masses Using a Combination of Image Biomarkers and Clinical Parameters.,03/02/2022 13:51:09,,"Cui Y, Li Y, Xing D, Bai T, Dong J, Zhu J",,Front Oncol,,Improving the Prediction of Benign or Malignant Breast Masses Using a Combination of Image Biomarkers and Clinical Parameters.,03/02/2022 13:51:09,
63516fedb9c880af1f305ba7,2022-09-01T15:16:05.446Z,True,"Soret P, Le Dantec C, Desvaux E, Foulquier N, Chassagnol B, Hubert S, Jamin C, Barturen G, Desachy G, Devauchelle-Pensec V, Boudjeniba C, Cornec D, Saraux A, Jousse-Joulin S, Barbarroja N, Rodríguez-Pintó I, De Langhe E, Beretta L, Chizzolini C, Kovács L, Witte T, PRECISESADS Clinical Consortium., PRECISESADS Flow Cytometry Consortium., Bettacchioli E, Buttgereit A, Makowska Z, Lesche R, Borghi MO, Martin J, Courtade-Gaiani S, Xuereb L, Guedj M, Moingeon P, Alarcón-Riquelme ME, Laigle L, Pers JO",,10.1038/s41467-021-23472-7,0.0,Nat Commun,34112769,0.0,A new molecular classification to drive precision treatment strategies in primary Sjögren's syndrome.,03/29/2022 23:01:05,2021,0.62,2022-09-01T15:16:05.446Z,001278bf-79ae-42c1-b064-88bbc3e18183,"Soret P, Le Dantec C, Desvaux E, Foulquier N, Chassagnol B, Hubert S, Jamin C, Barturen G, Desachy G, Devauchelle-Pensec V, Boudjeniba C, Cornec D, Saraux A, Jousse-Joulin S, Barbarroja N, Rodríguez-Pintó I, De Langhe E, Beretta L, Chizzolini C, Kovács L, Witte T, PRECISESADS Clinical Consortium., PRECISESADS Flow Cytometry Consortium., Bettacchioli E, Buttgereit A, Makowska Z, Lesche R, Borghi MO, Martin J, Courtade-Gaiani S, Xuereb L, Guedj M, Moingeon P, Alarcón-Riquelme ME, Laigle L, Pers JO",,Nat Commun,,A new molecular classification to drive precision treatment strategies in primary Sjögren's syndrome.,03/29/2022 23:01:05,,"Soret P, Le Dantec C, Desvaux E, Foulquier N, Chassagnol B, Hubert S, Jamin C, Barturen G, Desachy G, Devauchelle-Pensec V, Boudjeniba C, Cornec D, Saraux A, Jousse-Joulin S, Barbarroja N, Rodríguez-Pintó I, De Langhe E, Beretta L, Chizzolini C, Kovács L, Witte T, PRECISESADS Clinical Consortium., PRECISESADS Flow Cytometry Consortium., Bettacchioli E, Buttgereit A, Makowska Z, Lesche R, Borghi MO, Martin J, Courtade-Gaiani S, Xuereb L, Guedj M, Moingeon P, Alarcón-Riquelme ME, Laigle L, Pers JO",,Nat Commun,,A new molecular classification to drive precision treatment strategies in primary Sjögren's syndrome.,03/29/2022 23:01:05,,"Soret P, Le Dantec C, Desvaux E, Foulquier N, Chassagnol B, Hubert S, Jamin C, Barturen G, Desachy G, Devauchelle-Pensec V, Boudjeniba C, Cornec D, Saraux A, Jousse-Joulin S, Barbarroja N, Rodríguez-Pintó I, De Langhe E, Beretta L, Chizzolini C, Kovács L, Witte T, PRECISESADS Clinical Consortium., PRECISESADS Flow Cytometry Consortium., Bettacchioli E, Buttgereit A, Makowska Z, Lesche R, Borghi MO, Martin J, Courtade-Gaiani S, Xuereb L, Guedj M, Moingeon P, Alarcón-Riquelme ME, Laigle L, Pers JO",,Nat Commun,,A new molecular classification to drive precision treatment strategies in primary Sjögren's syndrome.,03/29/2022 23:01:05,,"Soret P, Le Dantec C, Desvaux E, Foulquier N, Chassagnol B, Hubert S, Jamin C, Barturen G, Desachy G, Devauchelle-Pensec V, Boudjeniba C, Cornec D, Saraux A, Jousse-Joulin S, Barbarroja N, Rodríguez-Pintó I, De Langhe E, Beretta L, Chizzolini C, Kovács L, Witte T, PRECISESADS Clinical Consortium., PRECISESADS Flow Cytometry Consortium., Bettacchioli E, Buttgereit A, Makowska Z, Lesche R, Borghi MO, Martin J, Courtade-Gaiani S, Xuereb L, Guedj M, Moingeon P, Alarcón-Riquelme ME, Laigle L, Pers JO",,Nat Commun,,A new molecular classification to drive precision treatment strategies in primary Sjögren's syndrome.,03/29/2022 23:01:05,,"Soret P, Le Dantec C, Desvaux E, Foulquier N, Chassagnol B, Hubert S, Jamin C, Barturen G, Desachy G, Devauchelle-Pensec V, Boudjeniba C, Cornec D, Saraux A, Jousse-Joulin S, Barbarroja N, Rodríguez-Pintó I, De Langhe E, Beretta L, Chizzolini C, Kovács L, Witte T, PRECISESADS Clinical Consortium., PRECISESADS Flow Cytometry Consortium., Bettacchioli E, Buttgereit A, Makowska Z, Lesche R, Borghi MO, Martin J, Courtade-Gaiani S, Xuereb L, Guedj M, Moingeon P, Alarcón-Riquelme ME, Laigle L, Pers JO",,Nat Commun,,A new molecular classification to drive precision treatment strategies in primary Sjögren's syndrome.,03/29/2022 23:01:05,
63516fedb9c880af1f305baf,2022-09-01T15:16:05.446Z,True,"Li MX, Sun XM, Cheng WG, Ruan HJ, Liu K, Chen P, Xu HJ, Gao SG, Feng XS, Qi YJ",,10.1186/s12885-021-08647-1,0.0,BMC Cancer,34372798,0.0,Using a machine learning approach to identify key prognostic molecules for esophageal squamous cell carcinoma.,02/02/2022 10:53:38,2021,0.76,2022-09-01T15:16:05.446Z,7207b60b-e1a1-41bd-bc26-c3720ecbca51,"Li MX, Sun XM, Cheng WG, Ruan HJ, Liu K, Chen P, Xu HJ, Gao SG, Feng XS, Qi YJ",,BMC Cancer,,Using a machine learning approach to identify key prognostic molecules for esophageal squamous cell carcinoma.,02/02/2022 10:53:38,,"Li MX, Sun XM, Cheng WG, Ruan HJ, Liu K, Chen P, Xu HJ, Gao SG, Feng XS, Qi YJ",,BMC Cancer,,Using a machine learning approach to identify key prognostic molecules for esophageal squamous cell carcinoma.,02/02/2022 10:53:38,,"Li MX, Sun XM, Cheng WG, Ruan HJ, Liu K, Chen P, Xu HJ, Gao SG, Feng XS, Qi YJ",,BMC Cancer,,Using a machine learning approach to identify key prognostic molecules for esophageal squamous cell carcinoma.,02/02/2022 10:53:38,,"Li MX, Sun XM, Cheng WG, Ruan HJ, Liu K, Chen P, Xu HJ, Gao SG, Feng XS, Qi YJ",,BMC Cancer,,Using a machine learning approach to identify key prognostic molecules for esophageal squamous cell carcinoma.,02/02/2022 10:53:38,,"Li MX, Sun XM, Cheng WG, Ruan HJ, Liu K, Chen P, Xu HJ, Gao SG, Feng XS, Qi YJ",,BMC Cancer,,Using a machine learning approach to identify key prognostic molecules for esophageal squamous cell carcinoma.,02/02/2022 10:53:38,
63516fedb9c880af1f305bb0,2022-09-01T15:16:05.446Z,True,"Dully V, Wilding TA, Mühlhaus T, Stoeck T",,10.1016/j.csbj.2021.04.005,0.0,Comput Struct Biotechnol J,33995917,0.0,Identifying the minimum amplicon sequence depth to adequately predict classes in eDNA-based marine biomonitoring using supervised machine learning.,03/16/2022 12:48:49,2021,0.76,2022-09-01T15:16:05.446Z,87a282cd-4534-4ee9-a07e-455260a89a6a,"Dully V, Wilding TA, Mühlhaus T, Stoeck T",,Comput Struct Biotechnol J,,Identifying the minimum amplicon sequence depth to adequately predict classes in eDNA-based marine biomonitoring using supervised machine learning.,03/16/2022 12:48:49,,"Dully V, Wilding TA, Mühlhaus T, Stoeck T",,Comput Struct Biotechnol J,,Identifying the minimum amplicon sequence depth to adequately predict classes in eDNA-based marine biomonitoring using supervised machine learning.,03/16/2022 12:48:49,,"Dully V, Wilding TA, Mühlhaus T, Stoeck T",,Comput Struct Biotechnol J,,Identifying the minimum amplicon sequence depth to adequately predict classes in eDNA-based marine biomonitoring using supervised machine learning.,03/16/2022 12:48:49,,"Dully V, Wilding TA, Mühlhaus T, Stoeck T",,Comput Struct Biotechnol J,,Identifying the minimum amplicon sequence depth to adequately predict classes in eDNA-based marine biomonitoring using supervised machine learning.,03/16/2022 12:48:49,,"Dully V, Wilding TA, Mühlhaus T, Stoeck T",,Comput Struct Biotechnol J,,Identifying the minimum amplicon sequence depth to adequately predict classes in eDNA-based marine biomonitoring using supervised machine learning.,03/16/2022 12:48:49,
63516fedb9c880af1f305bb1,2022-09-01T15:16:05.446Z,True,"Sardar R, Sharma A, Gupta D",,10.3389/fgene.2021.636441,0.0,Front Genet,34093642,0.0,"Machine Learning Assisted Prediction of Prognostic Biomarkers Associated With COVID-19, Using Clinical and Proteomics Data.",03/07/2022 11:16:44,2021,0.95,2022-09-01T15:16:05.446Z,dcfa96ac-4881-4efa-baf5-2907ca1a48a8,"Sardar R, Sharma A, Gupta D",,Front Genet,,"Machine Learning Assisted Prediction of Prognostic Biomarkers Associated With COVID-19, Using Clinical and Proteomics Data.",03/07/2022 11:16:44,,"Sardar R, Sharma A, Gupta D",,Front Genet,,"Machine Learning Assisted Prediction of Prognostic Biomarkers Associated With COVID-19, Using Clinical and Proteomics Data.",03/07/2022 11:16:44,,"Sardar R, Sharma A, Gupta D",,Front Genet,,"Machine Learning Assisted Prediction of Prognostic Biomarkers Associated With COVID-19, Using Clinical and Proteomics Data.",03/07/2022 11:16:44,,"Sardar R, Sharma A, Gupta D",,Front Genet,,"Machine Learning Assisted Prediction of Prognostic Biomarkers Associated With COVID-19, Using Clinical and Proteomics Data.",03/07/2022 11:16:44,,"Sardar R, Sharma A, Gupta D",,Front Genet,,"Machine Learning Assisted Prediction of Prognostic Biomarkers Associated With COVID-19, Using Clinical and Proteomics Data.",03/07/2022 11:16:44,
63516fedb9c880af1f305bb8,2022-09-01T15:16:05.446Z,True,"Liu QX, Zhou D, Han TC, Lu X, Hou B, Li MY, Yang GX, Li QY, Pei ZH, Hong YY, Zhang YX, Chen WZ, Zheng H, He J, Dai JG",,10.1002/advs.202100104,0.0,Adv Sci (Weinh),34258160,0.0,A Noninvasive Multianalytical Approach for Lung Cancer Diagnosis of Patients with Pulmonary Nodules.,03/19/2022 17:28:38,2021,0.76,2022-09-01T15:16:05.446Z,5ad4302c-53ed-4207-b229-6528206e2f0b,"Liu QX, Zhou D, Han TC, Lu X, Hou B, Li MY, Yang GX, Li QY, Pei ZH, Hong YY, Zhang YX, Chen WZ, Zheng H, He J, Dai JG",,Adv Sci (Weinh),,A Noninvasive Multianalytical Approach for Lung Cancer Diagnosis of Patients with Pulmonary Nodules.,03/19/2022 17:28:38,,"Liu QX, Zhou D, Han TC, Lu X, Hou B, Li MY, Yang GX, Li QY, Pei ZH, Hong YY, Zhang YX, Chen WZ, Zheng H, He J, Dai JG",,Adv Sci (Weinh),,A Noninvasive Multianalytical Approach for Lung Cancer Diagnosis of Patients with Pulmonary Nodules.,03/19/2022 17:28:38,,"Liu QX, Zhou D, Han TC, Lu X, Hou B, Li MY, Yang GX, Li QY, Pei ZH, Hong YY, Zhang YX, Chen WZ, Zheng H, He J, Dai JG",,Adv Sci (Weinh),,A Noninvasive Multianalytical Approach for Lung Cancer Diagnosis of Patients with Pulmonary Nodules.,03/19/2022 17:28:38,,"Liu QX, Zhou D, Han TC, Lu X, Hou B, Li MY, Yang GX, Li QY, Pei ZH, Hong YY, Zhang YX, Chen WZ, Zheng H, He J, Dai JG",,Adv Sci (Weinh),,A Noninvasive Multianalytical Approach for Lung Cancer Diagnosis of Patients with Pulmonary Nodules.,03/19/2022 17:28:38,,"Liu QX, Zhou D, Han TC, Lu X, Hou B, Li MY, Yang GX, Li QY, Pei ZH, Hong YY, Zhang YX, Chen WZ, Zheng H, He J, Dai JG",,Adv Sci (Weinh),,A Noninvasive Multianalytical Approach for Lung Cancer Diagnosis of Patients with Pulmonary Nodules.,03/19/2022 17:28:38,
6634f332ded6e7820f74a19e,2024-05-03T14:22:42.850Z,True,"Gang Hu, Akila Katuwawala, Kui Wang, Zhonghua Wu, Sina Ghadermarzi, Jianzhao Gao & Lukasz Kurgan",,10.1038/s41467-021-24773-7,,Nature Communications,34290238,,flDPnn: Accurate intrinsic disorder prediction with putative propensities of disorder functions,,2021,0.9,2024-05-03T14:22:42.850Z,68023bc8-b676-4d1f-a508-977183349803,"Gang Hu, Akila Katuwawala, Kui Wang, Zhonghua Wu, Sina Ghadermarzi, Jianzhao Gao & Lukasz Kurgan",,Nature Communications,,flDPnn: Accurate intrinsic disorder prediction with putative propensities of disorder functions,,,"Gang Hu, Akila Katuwawala, Kui Wang, Zhonghua Wu, Sina Ghadermarzi, Jianzhao Gao & Lukasz Kurgan",,Nature Communications,,flDPnn: Accurate intrinsic disorder prediction with putative propensities of disorder functions,,,"Gang Hu, Akila Katuwawala, Kui Wang, Zhonghua Wu, Sina Ghadermarzi, Jianzhao Gao & Lukasz Kurgan",,Nature Communications,,flDPnn: Accurate intrinsic disorder prediction with putative propensities of disorder functions,,,"Gang Hu, Akila Katuwawala, Kui Wang, Zhonghua Wu, Sina Ghadermarzi, Jianzhao Gao & Lukasz Kurgan",,Nature Communications,,flDPnn: Accurate intrinsic disorder prediction with putative propensities of disorder functions,,,"Gang Hu, Akila Katuwawala, Kui Wang, Zhonghua Wu, Sina Ghadermarzi, Jianzhao Gao & Lukasz Kurgan",,Nature Communications,,flDPnn: Accurate intrinsic disorder prediction with putative propensities of disorder functions,,
